"unitid","institution name","year","C2009_A.CIP Code -  2000 Classification","CipTitle","C2009_A.First or Second Major","C2009_A.Award Level code","C2009_A_RV.Grand total","IDX_C"
"110653","University of California-Irvine","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","89","-2"
"110653","University of California-Irvine","2009","'27'","Mathematics and statistics.","First major","Master's degree","35","-2"
"110653","University of California-Irvine","2009","'27'","Mathematics and statistics.","First major","Doctor's degree (old degree classification)","8","-2"
"110653","University of California-Irvine","2009","'40'","Physical sciences.","First major","Bachelor's degree","170","-2"
"110653","University of California-Irvine","2009","'40'","Physical sciences.","First major","Master's degree","44","-2"
"110653","University of California-Irvine","2009","'40'","Physical sciences.","First major","Doctor's degree (old degree classification)","61","-2"
"110653","University of California-Irvine","2009","'40'","Physical sciences.","Second major","Bachelor's degree","1","-2"
"110662","University of California-Los Angeles","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","49","-2"
"110662","University of California-Los Angeles","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","86","-2"
"110662","University of California-Los Angeles","2009","'11'","Computer and information sciences and support services.","First major","Post-master's certificate","1","-2"
"110662","University of California-Los Angeles","2009","'11'","Computer and information sciences and support services.","First major","Doctor's degree (old degree classification)","32","-2"
"110662","University of California-Los Angeles","2009","'14'","Engineering.","First major","Bachelor's degree","476","-2"
"110662","University of California-Los Angeles","2009","'14'","Engineering.","First major","Master's degree","227","-2"
"110662","University of California-Los Angeles","2009","'14'","Engineering.","First major","Post-master's certificate","1","-2"
"110662","University of California-Los Angeles","2009","'14'","Engineering.","First major","Doctor's degree (old degree classification)","116","-2"
"110662","University of California-Los Angeles","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","216","-2"
"110662","University of California-Los Angeles","2009","'27'","Mathematics and statistics.","First major","Master's degree","36","-2"
"110662","University of California-Los Angeles","2009","'27'","Mathematics and statistics.","First major","Post-master's certificate","41","-2"
"110662","University of California-Los Angeles","2009","'27'","Mathematics and statistics.","First major","Doctor's degree (old degree classification)","28","-2"
"110662","University of California-Los Angeles","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","11","-2"
"110662","University of California-Los Angeles","2009","'40'","Physical sciences.","First major","Bachelor's degree","118","-2"
"110662","University of California-Los Angeles","2009","'40'","Physical sciences.","First major","Master's degree","51","-2"
"110662","University of California-Los Angeles","2009","'40'","Physical sciences.","First major","Post-master's certificate","61","-2"
"110662","University of California-Los Angeles","2009","'40'","Physical sciences.","First major","Doctor's degree (old degree classification)","90","-2"
"110671","University of California-Riverside","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","42","-2"
"110671","University of California-Riverside","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","14","-2"
"110671","University of California-Riverside","2009","'11'","Computer and information sciences and support services.","First major","Doctor's degree (old degree classification)","15","-2"
"110671","University of California-Riverside","2009","'14'","Engineering.","First major","Bachelor's degree","132","-2"
"110671","University of California-Riverside","2009","'14'","Engineering.","First major","Master's degree","42","-2"
"110671","University of California-Riverside","2009","'14'","Engineering.","First major","Post-master's certificate","1","-2"
"110671","University of California-Riverside","2009","'14'","Engineering.","First major","Doctor's degree (old degree classification)","29","-2"
"110671","University of California-Riverside","2009","'27'","Mathematics and statistics.","First major","Bachelor's degree","62","-2"
"110671","University of California-Riverside","2009","'27'","Mathematics and statistics.","First major","Master's degree","31","-2"
"110671","University of California-Riverside","2009","'27'","Mathematics and statistics.","First major","Doctor's degree (old degree classification)","10","-2"
"110671","University of California-Riverside","2009","'27'","Mathematics and statistics.","Second major","Bachelor's degree","2","-2"
"110671","University of California-Riverside","2009","'40'","Physical sciences.","First major","Bachelor's degree","39","-2"
"110671","University of California-Riverside","2009","'40'","Physical sciences.","First major","Master's degree","26","-2"
"110671","University of California-Riverside","2009","'40'","Physical sciences.","First major","Doctor's degree (old degree classification)","19","-2"
"110671","University of California-Riverside","2009","'40'","Physical sciences.","Second major","Bachelor's degree","1","-2"
"110680","University of California-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Bachelor's degree","100","-2"
"110680","University of California-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Master's degree","52","-2"
"110680","University of California-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Post-master's certificate","31","-2"
"110680","University of California-San Diego","2009","'11'","Computer and information sciences and support services.","First major","Doctor's degree (old degree classification)","23","-2"
